import time: self [us] | cumulative | imported package
import time:       462 |        462 |                       sklearn.exceptions
import time:      2169 |      27572 |                     sklearn.utils.validation
import time:       314 |      27885 |                   sklearn.utils.class_weight
import time:       237 |        237 |                   sklearn.utils._joblib
import time:       292 |        292 |                   sklearn.utils._estimator_html_repr
import time:       796 |      29634 |                 sklearn.utils
import time:       204 |        204 |                 sklearn.utils._tags
import time:       702 |      30540 |               sklearn.base
import time:       494 |        494 |                 sklearn.utils._openmp_helpers
import time:       220 |        714 |               sklearn.utils._show_versions
import time:       526 |      32872 |             sklearn
import time:       283 |        283 |                 sklearn.neighbors._typedefs
import time:       707 |        989 |               sklearn.neighbors._dist_metrics
import time:       853 |       1841 |             sklearn.neighbors._ball_tree
import time:       700 |        700 |             sklearn.neighbors._kd_tree
import time:       318 |        318 |                     sklearn.utils.multiclass
import time:       446 |        446 |                       sklearn.utils._logistic_sigmoid
import time:       443 |        443 |                       sklearn.utils.sparsefuncs_fast
import time:       638 |       1526 |                     sklearn.utils.extmath
import time:       537 |        537 |                     sklearn.utils.sparsefuncs
import time:       415 |        415 |                       sklearn.preprocessing._function_transformer
import time:       419 |        419 |                         sklearn.preprocessing._csr_polynomial_expansion
import time:       496 |        496 |                           sklearn.utils._encode
import time:       726 |       1221 |                         sklearn.preprocessing._encoders
import time:      1692 |       3331 |                       sklearn.preprocessing._data
import time:       566 |        566 |                       sklearn.preprocessing._label
import time:       354 |        354 |                       sklearn.preprocessing._discretization
import time:       328 |       4992 |                     sklearn.preprocessing
import time:       232 |        232 |                     sklearn.metrics._base
import time:      1096 |       8698 |                   sklearn.metrics._ranking
import time:      1288 |       1288 |                   sklearn.metrics._classification
import time:       296 |        296 |                       sklearn.metrics.cluster._expected_mutual_info_fast
import time:       581 |        877 |                     sklearn.metrics.cluster._supervised
import time:       190 |        190 |                         sklearn.utils._mask
import time:       386 |        386 |                         sklearn.metrics._pairwise_fast
import time:      1015 |       1590 |                       sklearn.metrics.pairwise
import time:       334 |       1923 |                     sklearn.metrics.cluster._unsupervised
import time:       262 |        262 |                     sklearn.metrics.cluster._bicluster
import time:       269 |       3329 |                   sklearn.metrics.cluster
import time:       188 |        188 |                       sklearn._loss
import time:       678 |        865 |                     sklearn._loss.glm_distribution
import time:       195 |        195 |                     sklearn.utils.stats
import time:       610 |       1670 |                   sklearn.metrics._regression
import time:       657 |        657 |                   sklearn.metrics._scorer
import time:       171 |        171 |                     sklearn.metrics._plot
import time:       179 |        179 |                     sklearn.metrics._plot.base
import time:       313 |        662 |                   sklearn.metrics._plot.det_curve
import time:       478 |        478 |                   sklearn.metrics._plot.roc_curve
import time:       384 |        384 |                   sklearn.metrics._plot.precision_recall_curve
import time:       415 |        415 |                   sklearn.metrics._plot.confusion_matrix
import time:       523 |      18098 |                 sklearn.metrics
import time:       546 |      18643 |               sklearn.neighbors._base
import time:       307 |        307 |               sklearn.neighbors._unsupervised
import time:       608 |      19557 |             sklearn.neighbors._graph
import time:       492 |        492 |             sklearn.neighbors._classification
import time:       460 |        460 |             sklearn.neighbors._regression
import time:       294 |        294 |             sklearn.neighbors._nearest_centroid
import time:       470 |        470 |             sklearn.neighbors._kde
import time:       370 |        370 |             sklearn.neighbors._lof
import time:       310 |        310 |                   sklearn.decomposition._cdnmf_fast
import time:       613 |        922 |                 sklearn.decomposition._nmf
import time:       218 |        218 |                   sklearn.decomposition._base
import time:       149 |        149 |                   sklearn.utils._arpack
import time:       410 |        775 |                 sklearn.decomposition._pca
import time:       316 |        316 |                 sklearn.decomposition._incremental_pca
import time:       502 |        502 |                 sklearn.decomposition._kernel_pca
import time:       231 |        231 |                         sklearn.utils._random
import time:       317 |        548 |                       sklearn.utils._seq_dataset
import time:       573 |       1120 |                     sklearn.linear_model._base
import time:       477 |        477 |                     sklearn.linear_model._bayes
import time:        78 |         78 |                           sklearn.utils.collections
import time:        56 |         56 |                           sklearn.utils.enum
import time:       714 |        846 |                         sklearn.utils._cython_blas
import time:      1221 |       2066 |                       sklearn.utils.arrayfuncs
import time:      1404 |       1404 |                         sklearn.model_selection._split
import time:       267 |        267 |                           sklearn.utils.metaestimators
import time:      1000 |       1267 |                         sklearn.model_selection._validation
import time:       233 |        233 |                           sklearn.utils.random
import time:       923 |       1156 |                         sklearn.model_selection._search
import time:       289 |       4115 |                       sklearn.model_selection
import time:      1136 |       7316 |                     sklearn.linear_model._least_angle
import time:       534 |        534 |                       sklearn.linear_model._cd_fast
import time:      1618 |       2151 |                     sklearn.linear_model._coordinate_descent
import time:       355 |        355 |                         sklearn.utils.optimize
import time:       270 |        270 |                         sklearn.linear_model._glm.link
import time:       463 |       1086 |                       sklearn.linear_model._glm.glm
import time:       222 |       1308 |                     sklearn.linear_model._glm
import time:       320 |        320 |                     sklearn.linear_model._huber
import time:       321 |        321 |                       sklearn.utils._weight_vector
import time:       460 |        781 |                     sklearn.linear_model._sgd_fast
import time:      1288 |       1288 |                     sklearn.linear_model._stochastic_gradient
import time:       267 |        267 |                         sklearn.linear_model._sag_fast
import time:       279 |        546 |                       sklearn.linear_model._sag
import time:      1281 |       1827 |                     sklearn.linear_model._ridge
import time:       345 |        345 |                               sklearn.svm._libsvm
import time:       269 |        269 |                               sklearn.svm._liblinear
import time:       304 |        304 |                               sklearn.svm._libsvm_sparse
import time:       611 |       1527 |                             sklearn.svm._base
import time:      1021 |       2548 |                           sklearn.svm._classes
import time:       226 |        226 |                           sklearn.svm._bounds
import time:       181 |       2954 |                         sklearn.svm
import time:        24 |       2977 |                       sklearn.svm._base
import time:       684 |       3661 |                     sklearn.linear_model._logistic
import time:       550 |        550 |                     sklearn.linear_model._omp
import time:       414 |        414 |                     sklearn.linear_model._passive_aggressive
import time:       433 |        433 |                     sklearn.linear_model._perceptron
import time:       367 |        367 |                     sklearn.linear_model._ransac
import time:       337 |        337 |                     sklearn.linear_model._theil_sen
import time:       406 |      22749 |                   sklearn.linear_model
import time:       854 |        854 |                   sklearn.decomposition._dict_learning
import time:       403 |      24005 |                 sklearn.decomposition._sparse_pca
import time:       282 |        282 |                 sklearn.decomposition._truncated_svd
import time:       520 |        520 |                 sklearn.decomposition._fastica
import time:       315 |        315 |                 sklearn.decomposition._factor_analysis
import time:       209 |        209 |                   sklearn.decomposition._online_lda_fast
import time:       410 |        619 |                 sklearn.decomposition._lda
import time:       300 |      28551 |               sklearn.decomposition
import time:       367 |      28918 |             sklearn.neighbors._nca
import time:       364 |      86333 |           sklearn.neighbors
import time:       355 |        355 |           thor.orbits.od
import time:       426 |      87113 |         thor.orbits.attribution
import time:       287 |        287 |         thor.orbits.iod
import time:       435 |   11182700 |       thor.orbits
import time:        32 |   11182732 |     thor.orbits.propagate
import time:       236 |   11697135 |   thor.data_processing
import time:       354 |        354 |             matplotlib.cbook.deprecation
import time:      1624 |       1977 |           matplotlib.cbook
import time:       135 |        135 |               matplotlib._animation_data
import time:      2327 |       2462 |             matplotlib.animation
import time:     10869 |      10869 |               pyparsing
import time:      1833 |      12702 |             matplotlib.fontconfig_pattern
import time:       215 |        215 |               matplotlib.docstring
import time:       768 |        768 |               matplotlib._color_data
import time:      1132 |       2114 |             matplotlib.colors
import time:       328 |        328 |             cycler
import time:      1181 |      18784 |           matplotlib.rcsetup
import time:       146 |        146 |           matplotlib._version
import time:       644 |        644 |           matplotlib.ft2font
import time:      6789 |      28338 |         matplotlib
import time:       263 |        263 |               matplotlib._path
import time:       371 |        371 |               matplotlib.bezier
import time:      1551 |       2183 |             matplotlib.path
import time:      1449 |       1449 |             matplotlib.transforms
import time:      4064 |       7695 |           matplotlib.artist
import time:       479 |        479 |               matplotlib._cm
import time:       758 |        758 |               matplotlib._cm_listed
import time:      5316 |       6551 |             matplotlib.cm
import time:       596 |        596 |               matplotlib.markers
import time:      5964 |       6560 |             matplotlib.lines
import time:      8127 |      21237 |           matplotlib.collections
import time:      1451 |       1451 |             matplotlib.ticker
import time:       672 |        672 |                 matplotlib._mathtext_data
import time:       512 |       1184 |               matplotlib.afm
import time:      4127 |       5311 |             matplotlib.font_manager
import time:      5968 |       5968 |               matplotlib.patches
import time:       129 |        129 |                 matplotlib._text_layout
import time:      1280 |       1280 |                 matplotlib.dviread
import time:       224 |        224 |                     PIL._version
import time:       288 |        511 |                   PIL
import time:       136 |        136 |                       xml.etree
import time:       585 |        585 |                       xml.etree.ElementPath
import time:       342 |        342 |                       _elementtree
import time:       844 |       1906 |                     xml.etree.ElementTree
import time:       152 |        152 |                     PIL.ImageMode
import time:       611 |        611 |                     PIL.TiffTags
import time:       151 |        151 |                     PIL._binary
import time:       138 |        138 |                     PIL._util
import time:       843 |        843 |                     PIL._imaging
import time:       934 |       4732 |                   PIL.Image
import time:      5263 |      10505 |                 matplotlib.mathtext
import time:       368 |      12280 |               matplotlib.textpath
import time:      5517 |      23764 |             matplotlib.text
import time:       814 |        814 |             matplotlib.texmanager
import time:       207 |        207 |                   matplotlib._pylab_helpers
import time:      1184 |       1391 |                 matplotlib.backend_tools
import time:       166 |        166 |                 matplotlib.tight_bbox
import time:      1236 |       1236 |                 matplotlib.widgets
import time:       350 |        350 |                 matplotlib.backend_managers
import time:      1951 |       5092 |               matplotlib.backend_bases
import time:       347 |       5439 |             matplotlib.blocking_input
import time:       736 |      37513 |           matplotlib.contour
import time:       195 |        195 |             matplotlib.tight_layout
import time:       436 |        436 |             matplotlib._layoutbox
import time:       466 |       1095 |           matplotlib.gridspec
import time:       256 |        256 |           matplotlib._constrained_layout
import time:      1008 |      68802 |         matplotlib.colorbar
import time:       178 |        178 |             PIL.ImageChops
import time:       317 |        317 |             PIL.ImageFile
import time:       906 |        906 |               PIL.GimpGradientFile
import time:       175 |        175 |               PIL.GimpPaletteFile
import time:       191 |        191 |               PIL.ImageColor
import time:       150 |        150 |               PIL.PaletteFile
import time:       252 |       1673 |             PIL.ImagePalette
import time:       150 |        150 |             PIL.ImageSequence
import time:       754 |       3070 |           PIL.PngImagePlugin
import time:       334 |        334 |           matplotlib._image
import time:       858 |       4261 |         matplotlib.image
import time:      9260 |       9260 |           matplotlib.style.core
import time:       173 |       9433 |         matplotlib.style
import time:       248 |        248 |                     matplotlib.units
import time:       301 |        548 |                   matplotlib.category
import time:       599 |        599 |                     dateutil.rrule
import time:      1042 |       1641 |                   matplotlib.dates
import time:      1023 |       1023 |                     matplotlib.offsetbox
import time:       249 |        249 |                     matplotlib.container
import time:       583 |        583 |                     matplotlib.legend_handler
import time:       549 |       2403 |                   matplotlib.legend
import time:       524 |        524 |                   matplotlib.mlab
import time:       514 |        514 |                   matplotlib.quiver
import time:       155 |        155 |                   matplotlib.stackplot
import time:       469 |        469 |                   matplotlib.streamplot
import time:      1971 |       1971 |                   matplotlib.table
import time:       218 |        218 |                     matplotlib.tri.triangulation
import time:       249 |        249 |                     matplotlib.tri.tricontour
import time:       184 |        184 |                     matplotlib.tri.tritools
import time:       169 |        169 |                     matplotlib.tri.trifinder
import time:       688 |        688 |                     matplotlib.tri.triinterpolate
import time:       200 |        200 |                     matplotlib.tri.trirefine
import time:       148 |        148 |                     matplotlib.tri.tripcolor
import time:       126 |        126 |                     matplotlib.tri.triplot
import time:       249 |       2227 |                   matplotlib.tri
import time:      1050 |       1050 |                       matplotlib.scale
import time:      3250 |       4300 |                     matplotlib.axis
import time:       429 |        429 |                     matplotlib.spines
import time:      1611 |       6339 |                   matplotlib.axes._base
import time:       314 |        314 |                   matplotlib.axes._secondary_axes
import time:      8812 |      25912 |                 matplotlib.axes._axes
import time:      9504 |      35416 |               matplotlib.axes._subplots
import time:       162 |      35577 |             matplotlib.axes
import time:       735 |        735 |             matplotlib.projections.geo
import time:      1278 |       1278 |             matplotlib.projections.polar
import time:       176 |        176 |                   mpl_toolkits.mplot3d.proj3d
import time:       666 |        842 |                 mpl_toolkits.mplot3d.art3d
import time:       377 |        377 |                 mpl_toolkits.mplot3d.axis3d
import time:      6733 |       7951 |               mpl_toolkits.mplot3d.axes3d
import time:       411 |       8361 |             mpl_toolkits.mplot3d
import time:       264 |      46213 |           matplotlib.projections
import time:      3580 |      49792 |         matplotlib.figure
import time:       147 |        147 |         matplotlib.backends
import time:        65 |         65 |         matplotlib.backends._macosx
import time:       347 |        347 |           matplotlib.backends._backend_agg
import time:       762 |       1109 |         matplotlib.backends.backend_agg
import time:       135 |        135 |             matplotlib.backends.qt_editor
import time:       189 |        189 |               PyQt5
import time:       313 |        313 |                 sip
import time:      8248 |       8561 |               PyQt5.QtCore
import time:      8079 |       8079 |               PyQt5.QtGui
import time:     12787 |      12787 |               PyQt5.QtWidgets
import time:       738 |      30352 |             matplotlib.backends.qt_compat
import time:       792 |        792 |             matplotlib.backends.qt_editor._formlayout
import time:       315 |      31592 |           matplotlib.backends.qt_editor.figureoptions
import time:       227 |        227 |           matplotlib.backends.qt_editor._formsubplottool
import time:      2121 |      33939 |         matplotlib.backends.backend_qt5
import time:      4604 |     200485 |       matplotlib.pyplot
import time:       201 |     200686 |     thor.plotting.helpers
import time:       167 |        167 |           _plotly_utils
import time:       202 |        368 |         _plotly_utils.importers
import time:       260 |        627 |       plotly
import time:       194 |        821 |     thor.plotting.projections
import time:       197 |        197 |     thor.plotting.orbits
import time:       179 |     201881 |   thor.plotting
import time:       470 |        470 |           sklearn.manifold._locally_linear
import time:       299 |        299 |               sklearn.utils.graph_shortest_path
import time:       323 |        621 |             sklearn.utils.graph
import time:       284 |        905 |           sklearn.manifold._isomap
import time:       305 |        305 |               sklearn._isotonic
import time:       338 |        643 |             sklearn.isotonic
import time:       366 |       1009 |           sklearn.manifold._mds
import time:       381 |        381 |           sklearn.manifold._spectral_embedding
import time:       202 |        202 |             sklearn.manifold._utils
import time:       328 |        328 |                             sklearn.tree._utils
import time:       570 |        897 |                           sklearn.tree._tree
import time:       382 |       1278 |                         sklearn.tree._splitter
import time:       334 |       1612 |                       sklearn.tree._criterion
import time:       944 |       2555 |                     sklearn.tree._classes
import time:       281 |        281 |                       sklearn.tree._reingold_tilford
import time:       596 |        877 |                     sklearn.tree._export
import time:       206 |       3637 |                   sklearn.tree
import time:        26 |       3662 |                 sklearn.tree._criterion
import time:       522 |       4184 |               sklearn.neighbors._quad_tree
import time:       417 |       4600 |             sklearn.manifold._barnes_hut_tsne
import time:       473 |       5273 |           sklearn.manifold._t_sne
import time:       194 |       8230 |         sklearn.manifold
import time:       643 |        643 |           threadpoolctl
import time:       437 |        437 |           sklearn.cluster._k_means_fast
import time:       335 |        335 |           sklearn.cluster._k_means_lloyd
import time:       323 |        323 |           sklearn.cluster._k_means_elkan
import time:       763 |       2499 |         sklearn.cluster._kmeans
import time:       488 |      11215 |       sklearn.cluster._spectral
import time:       406 |        406 |       sklearn.cluster._mean_shift
import time:       465 |        465 |       sklearn.cluster._affinity_propagation
import time:       129 |        129 |           backports_abc
import time:       462 |        591 |         sklearn.utils._fast_dict
import time:       328 |        328 |         sklearn.cluster._hierarchical_fast
import time:       190 |        190 |         sklearn.cluster._feature_agglomeration
import time:       562 |       1670 |       sklearn.cluster._agglomerative
import time:       221 |        221 |         sklearn.cluster._dbscan_inner
import time:       343 |        563 |       sklearn.cluster._dbscan
import time:       730 |        730 |       sklearn.cluster._optics
import time:       653 |        653 |       sklearn.cluster._bicluster
import time:       390 |        390 |       sklearn.cluster._birch
import time:       276 |      16365 |     sklearn.cluster
import time:       415 |      16779 |   thor.main
import time:       167 |        167 |       difi.version
import time:       150 |        150 |       difi.utils
import time:       146 |        146 |       difi.metrics
import time:       198 |        198 |       difi.difi
import time:       144 |        144 |       difi.cifi
import time:       123 |        123 |       difi.io
import time:       257 |       1182 |     difi
import time:       218 |       1399 |   thor.analysis
import time:      1191 |   12221260 | thor
import time:       444 |        444 |   pandas.core.computation.check
import time:       589 |       1032 | pandas.core.computation.expressions
import time:       935 |        935 | pstats
/home/swnelson/.local/lib/python3.8/site-packages/requests/__init__.py:89: RequestsDependencyWarning: urllib3 (1.26.4) or chardet (4.0.0) doesn't match a supported version!
  warnings.warn("urllib3 ({}) or chardet ({}) doesn't match a supported "
